messages,label
Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.,Non-Spam
One small prestige problem now.,Non-Spam
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,Spam
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,Non-Spam
"Nah can't help you there, I've never had an iphone",Non-Spam
If you're not in my car in an hour and a half I'm going apeshit,Non-Spam
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",Non-Spam
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,Non-Spam
&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.,Non-Spam
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",Non-Spam
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,Spam
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,Spam
"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday.",Non-Spam
"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",Non-Spam
Ha ha cool cool chikku chikku:-):-DB-),Non-Spam
Oh ok no prob..,Non-Spam
Check audrey's status right now,Non-Spam
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,Non-Spam
"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",Non-Spam
Well i know Z will take care of me. So no worries.,Non-Spam
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",Spam
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,Spam
Wat uniform? In where get?,Non-Spam
"Cool, text me when you're ready",Non-Spam
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",Non-Spam
I will spoil you in bed as well :),Non-Spam
I'm going for bath will msg you next  &lt;#&gt;  min..,Non-Spam
I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,Non-Spam
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",Spam
Can you say what happen,Non-Spam
You could have seen me..i did't recognise you Face.:),Non-Spam
Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,Non-Spam
Keep my payasam there if rinu brings,Non-Spam
I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,Non-Spam
"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",Non-Spam
"Yeah sure, give me a couple minutes to track down my wallet",Non-Spam
Hey leave it. not a big deal:-) take care.,Non-Spam
Hey i will be late ah... Meet you at 945+,Non-Spam
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",Spam
It took Mr owl 3 licks,Non-Spam
Customer place i will call you.,Non-Spam
Mm that time you dont like fun,Non-Spam
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,Spam
Yup having my lunch buffet now.. U eat already?,Non-Spam
Huh so late... Fr dinner?,Non-Spam
Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,Non-Spam
Morning only i can ok.,Non-Spam
Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,Non-Spam
Pick you up bout 7.30ish? What time are  and that going?,Non-Spam
From here after The performance award is calculated every two month.not for current one month period..,Non-Spam
Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,Non-Spam
"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",Non-Spam
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",Non-Spam
Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,Non-Spam
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop",Spam
Dear how is chechi. Did you talk to her,Non-Spam
The hair cream has not been shipped.,Non-Spam
None of that's happening til you get here though,Non-Spam
"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",Non-Spam
"Haha get used to driving to usf man, I know a lot of stoners",Non-Spam
All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,Non-Spam
Hello! Good week? Fancy a drink or something later?,Non-Spam
Headin towards busetop,Non-Spam
Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,Non-Spam
Come by our room at some point so we can iron out the plan for this weekend,Non-Spam
Cos i want it to be your thing,Non-Spam
"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",Non-Spam
Bring home some Wendy =D,Non-Spam
100 dating service cal;l 09064012103 box334sk38ch,Spam
Whatsup there. Dont u want to sleep,Non-Spam
Alright i have a new goal now,Non-Spam
FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,Spam
"Alright, I'll head out in a few minutes, text me where to meet you",Non-Spam
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,Spam
Yes:)from last week itself i'm taking live call.,Non-Spam
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,Spam
Siva is in hostel aha:-.,Non-Spam
URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,Spam
Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,Non-Spam
Ok. She'll be ok. I guess,Non-Spam
aathi..where are you dear..,Non-Spam
Any pain on urination any thing else?,Non-Spam
7 at esplanade.. Do Ì_ mind giving me a lift cos i got no car today..,Non-Spam
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,Non-Spam
At home watching tv lor.,Non-Spam
Does she usually take fifteen fucking minutes to respond to a yes or no question,Non-Spam
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,Spam
Booked ticket for pongal?,Non-Spam
You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,Non-Spam
The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,Non-Spam
"Ask g or iouri, I've told the story like ten times already",Non-Spam
How long does applebees fucking take,Non-Spam
"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",Non-Spam
But i have to. I like to have love and arrange.,Non-Spam
Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,Non-Spam
You were supposed to wake ME up &gt;:(,Non-Spam
Oic... I saw him too but i tot he din c me... I found a group liao...,Non-Spam
"Sorry, I'll call later",Non-Spam
\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS,Non-Spam
"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",Non-Spam
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",Non-Spam
I wont get concentration dear you know you are my mind and everything :-),Non-Spam
LOL ... Have you made plans for new years?,Non-Spam
10 min later k...,Non-Spam
hanks lotsly!,Non-Spam
Thanks for this hope you had a good day today,Non-Spam
K:)k:)what are detail you want to transfer?acc no enough?,Non-Spam
Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,Non-Spam
"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",Spam
Si si. I think ill go make those oreo truffles.,Non-Spam
"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY.",Non-Spam
I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,Non-Spam
"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",Non-Spam
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,Non-Spam
Where did u go? My phone is gonna die you have to stay in here,Non-Spam
Great. Never been better. Each day gives even more reasons to thank God,Non-Spam
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",Spam
"Sorry, I'll call later ok bye",Non-Spam
Ok i am on the way to railway,Non-Spam
great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :),Non-Spam
They don't put that stuff on the roads to keep it from getting slippery over there?,Non-Spam
When are you going to ride your bike?,Non-Spam
"Yup, no need. I'll jus wait 4 e rain 2 stop.",Non-Spam
There are many company. Tell me the language.,Non-Spam
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,Spam
"How long has it been since you screamed, princess?",Non-Spam
"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",Non-Spam
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,Spam
Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),Non-Spam
Ok I'm gonna head up to usf in like fifteen minutes,Non-Spam
Love you aathi..love u lot..,Non-Spam
Tension ah?what machi?any problem?,Non-Spam
